name,category,county,country,lat,lng,Wikipedia Extract,editorial_review,why_interesting,cost,good_for,experience_collections,heritage_collections,image_url,official_website,original_name,original_county,camra_merge_status,osm_status_check,Good For,Experience Collections,Entry Cost,Notes
Boolyshea Castle,Castle,County Kilkenny,Ireland,52.663261,-7.350727,A well-preserved medieval tower house overlooking rural Kilkenny.,Keep,A well-preserved medieval tower house overlooking rural Kilkenny.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/2/2f/Castle_Ruin_-_geograph.org.uk_-_4948332.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Cloghscregg Castle,Castle,County Kilkenny,Ireland,52.542466,-7.068926,A secluded tower house surrounded by the rolling Kilkenny countryside.,Keep,A secluded tower house surrounded by the rolling Kilkenny countryside.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/e/ee/Cloghscregg_Castle.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Witton Castle,Castle,County Durham,United Kingdom,54.668636,-1.763365,A grand Gothic Revival country house overlooking County Durham.,Keep,A grand Gothic Revival country house overlooking County Durham.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/9/91/Witton_Castle_-_geograph.org.uk_-_307577.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Templemichael Castle,Castle,County Waterford,Ireland,51.993273,-7.883045,A medieval tower house overlooking the Blackwater Estuary.,Keep,A medieval tower house overlooking the Blackwater Estuary.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/9/94/Castles_of_Munster-_Templemichael%2C_Waterford_%282%29_%28geograph_3716044%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Ochiltree Castle,Castle,West Lothian,United Kingdom,55.956081,-3.551095,The romantic ruins of a medieval Scottish tower house in West Lothian.,Keep,The romantic ruins of a medieval Scottish tower house in West Lothian.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,,,,,,,"history lovers, family, day trip",,Unknown,
Aldourie Castle,Castle,Highland,United Kingdom,57.403749,-4.329676,A magnificent Highland castle overlooking Loch Ness.,Keep,A magnificent Highland castle overlooking Loch Ness.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/View_of_Aldourie_Castle_-_geograph.org.uk_-_6790495.jpg/1280px-View_of_Aldourie_Castle_-_geograph.org.uk_-_6790495.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Grace's Old Castle,Castle,County Kilkenny,Ireland,52.654235,-7.253827,A beautifully preserved medieval merchant's tower in Kilkenny.,Keep,A beautifully preserved medieval merchant's tower in Kilkenny.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Court_House%2C_Kilkenny%2C_1908_%287935822528%29.jpg/1280px-Court_House%2C_Kilkenny%2C_1908_%287935822528%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Stoneypath Tower,Castle,East Lothian,United Kingdom,55.933465,-2.648614,A remarkably intact 16th-century tower house overlooking East Lothian.,Keep,A remarkably intact 16th-century tower house overlooking East Lothian.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Stoneypath_Tower.jpg/1280px-Stoneypath_Tower.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Farranrory Castle,Castle,County Tipperary,Ireland,52.610543,-7.51121,A medieval tower house nestled beneath the Galtee Mountains.,Keep,A medieval tower house nestled beneath the Galtee Mountains.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/f/fa/Castles_of_Munster%2C_Farranrory%2C_Tipperary_%284%29_-_geograph.org.uk_-_6277019.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Ardross Castle,Castle,Highland,United Kingdom,57.735231,-4.33393,A magnificent Victorian baronial mansion overlooking the Cromarty Firth.,Keep,A magnificent Victorian baronial mansion overlooking the Cromarty Firth.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/2/20/Part_of_the_formal_garden_of_Ardross_Castle_-_geograph.org.uk_-_5562294.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Y Castell Gwyn,Castle,Monmouthshire,United Kingdom,51.84594,-2.902048,The impressive ruins of a Norman fortress overlooking the Monnow Valley.,Keep,The impressive ruins of a Norman fortress overlooking the Monnow Valley.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,,,,,,,"history lovers, family, day trip",,Unknown,
Castell y Grysmwnt,Castle,Monmouthshire,United Kingdom,51.915437,-2.866014,A powerful Norman castle guarding the historic Welsh border.,Keep,A powerful Norman castle guarding the historic Welsh border.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,,,,,,,"history lovers, family, day trip",,Unknown,
Minster Lovell Hall and Dovecot,Castle,Oxfordshire,United Kingdom,51.799728,-1.530831,The romantic riverside ruins of a medieval manor in the Oxfordshire countryside.,Keep,The romantic riverside ruins of a medieval manor in the Oxfordshire countryside.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/a/a3/The_ruins_of_Minster_Lovell_Hall%2C_Minster_Lovell_-_geograph.org.uk_-_3690434.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Brampton Bryan Castle,Castle,Herefordshire,United Kingdom,52.347651,-2.925843,The impressive ruins of a border fortress overlooking the Teme Valley.,Keep,The impressive ruins of a border fortress overlooking the Teme Valley.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Brampton_Bryan_gatehouse.jpg/1280px-Brampton_Bryan_gatehouse.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Longthorpe Tower,Castle,City of Peterborough,United Kingdom,52.57085,-0.286834,One of England's finest surviving medieval tower houses overlooking Peterborough.,Keep,One of England's finest surviving medieval tower houses overlooking Peterborough.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/1/1c/Longthorpe_Tower-_late_October_2017_%28geograph_5582050%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.english-heritage.org.uk/visit/places/longthorpe-tower/,,,,,"history lovers, family, day trip",,Unknown,
Pitheavlis Castle,Castle,Perth and Kinross,United Kingdom,56.389015,-3.450926,A grand Victorian mansion overlooking Perth.,Keep,A grand Victorian mansion overlooking Perth.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/8/84/Pitheavlis_Castle_-_geograph.org.uk_-_959560.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Sorbie Tower,Castle,Dumfries and Galloway,United Kingdom,54.794134,-4.411006,A beautifully preserved Scottish pele tower overlooking Wigtown Bay.,Keep,A beautifully preserved Scottish pele tower overlooking Wigtown Bay.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/f/f3/Sorbie_Tower.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://clanhannay.org/sorbie-tower/,,,,,"history lovers, family, day trip",,Unknown,
Dalquharran Castle,Castle,South Ayrshire,United Kingdom,55.283239,-4.724847,The spectacular Gothic Revival ruins of one of Scotland's grandest country houses.,Keep,The spectacular Gothic Revival ruins of one of Scotland's grandest country houses.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/e/e1/Dalquarran_Mansion_-_geograph.org.uk_-_424754.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Old Dalquharran Castle,Castle,South Ayrshire,United Kingdom,55.280713,-4.721406,The atmospheric remains of the original Dalquharran Castle.,Keep,The atmospheric remains of the original Dalquharran Castle.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/7/70/Old_Dalquharran_Castle_-_geograph.org.uk_-_5305660.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Castell Dolbadarn,Castle,Gwynedd,United Kingdom,53.11666,-4.114421,One of Wales' most iconic native castles beneath the peaks of Eryri.,Keep,One of Wales' most iconic native castles beneath the peaks of Eryri.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Dolbadarn_Castle_Cadw.jpg/1280px-Dolbadarn_Castle_Cadw.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://cadw.gov.wales/visit/places-to-visit/dolbadarn-castle,,,,,"history lovers, family, day trip",,Unknown,
Castle of Park,Castle,Aberdeenshire,United Kingdom,57.602368,-2.68938,A beautifully restored Z-plan tower house in the heart of Aberdeenshire.,Keep,A beautifully restored Z-plan tower house in the heart of Aberdeenshire.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/0/09/Castle_of_Park_Glenluce_exterior.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Moonhall Castle (ruins),Castle,County Kilkenny,Ireland,52.658461,-7.120599,The quiet ruins of a medieval tower house hidden in County Kilkenny.,Keep,The quiet ruins of a medieval tower house hidden in County Kilkenny.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,,,,,,,"history lovers, family, day trip",,Unknown,
Barscobe Castle,Castle,Dumfries and Galloway,United Kingdom,55.102,-4.102085,A picturesque Scottish tower house overlooking Galloway countryside.,Keep,A picturesque Scottish tower house overlooking Galloway countryside.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Barscobe_Castle_1.jpg/1280px-Barscobe_Castle_1.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Castle Howe,Castle,Orkney Islands,United Kingdom,58.887417,-2.845302,A medieval stronghold guarding the entrance to Scapa Flow.,Keep,A medieval stronghold guarding the entrance to Scapa Flow.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/8/80/Castle_Howe%2C_Kendal_-_geograph.org.uk_-_167456.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Castercliff,Castle,Lancashire,United Kingdom,53.841683,-2.176337,The enigmatic Iron Age hillfort overlooking Colne Valley.,Keep,The enigmatic Iron Age hillfort overlooking Colne Valley.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Castercliff_hillfort_01.jpg/1280px-Castercliff_hillfort_01.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Dunmoe Castle,Castle,County Meath,Ireland,53.674144,-6.636846,A medieval tower house overlooking the River Boyne.,Keep,A medieval tower house overlooking the River Boyne.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Picturesque_Ireland_-_a_literary_and_artistic_delineation_of_the_natural_scenery%2C_remarkable_places%2C_historical_antiquities%2C_public_buildings%2C_ancient_abbeys%2C_towers%2C_castles%2C_and_other_romantic_and_%2814779127292%29.jpg/1280px-thumbnail.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Newtown Castle,Castle,County Clare,Ireland,53.103858,-9.169293,A beautifully preserved tower house at the heart of the Burren.,Keep,A beautifully preserved tower house at the heart of the Burren.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Newtown_Castle.png/1280px-Newtown_Castle.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Castell Talacharn,Castle,Sir Gaerfyrddin / Carmarthenshire,United Kingdom,51.769689,-4.46209,The striking Norman castle overlooking the River Taf estuary.,Keep,The striking Norman castle overlooking the River Taf estuary.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,,,,,,,"history lovers, family, day trip",,Unknown,
Barberstown Castle,Castle,County Kildare,Ireland,53.322415,-6.608901,A luxury castle hotel blending medieval history with modern elegance.,Keep,A luxury castle hotel blending medieval history with modern elegance.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Barberstown_Castle%2C_Straffan_%28closeup_of_tower%29.jpg/1280px-Barberstown_Castle%2C_Straffan_%28closeup_of_tower%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Inverugie Castle,Castle,Aberdeenshire,United Kingdom,57.524768,-1.830864,The romantic ruins of a coastal fortress overlooking the North Sea.,Keep,The romantic ruins of a coastal fortress overlooking the North Sea.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/9/98/Ruined_tower%2C_Inverugie_Castle_%28geograph_6602774%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Caprington Castle,Castle,East Ayrshire,United Kingdom,55.593715,-4.528501,A grand Scottish baronial mansion overlooking the River Ayr.,Keep,A grand Scottish baronial mansion overlooking the River Ayr.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Caprington_Castle_on_an_August_evening..jpg/1280px-Caprington_Castle_on_an_August_evening..jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Starborough Castle,Castle,Surrey,United Kingdom,51.178433,0.038754,A picturesque moated manor hidden in the Surrey countryside.,Keep,A picturesque moated manor hidden in the Surrey countryside.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/7/7a/Starborough_Castle_2011.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Glenbervie House,Castle,Aberdeenshire,United Kingdom,56.914003,-2.383002,An elegant Victorian mansion overlooking Kincardineshire countryside.,Keep,An elegant Victorian mansion overlooking Kincardineshire countryside.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,,,,,,,"history lovers, family, day trip",,Unknown,
Old Tulliallan Castle,Castle,Fife,United Kingdom,56.079742,-3.72579,The romantic ruins of a medieval tower overlooking the Forth estuary.,Keep,The romantic ruins of a medieval tower overlooking the Forth estuary.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/6/68/Keir_-_geograph.org.uk_-_1354477.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Warblingon Castle,Castle,Hampshire,United Kingdom,50.844926,-0.965989,The quiet remains of a medieval manor overlooking Chichester Harbour.,Keep,The quiet remains of a medieval manor overlooking Chichester Harbour.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/8/87/Warblington_Castle_Farmhouse_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Cloncourse Castle (ruins),Castle,County Laois,Ireland,52.963797,-7.675767,The ruins of a medieval tower house hidden in County Laois.,Keep,The ruins of a medieval tower house hidden in County Laois.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/d/dd/Castles_of_Leinster%2C_Cloncourse%2C_Laois_%281%29_-_geograph.org.uk_-_2494282.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Lemanaghan Castle,Castle,County Offaly,Ireland,53.293624,-7.744556,The remains of an early monastic settlement in the Offaly countryside.,Keep,The remains of an early monastic settlement in the Offaly countryside.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/9/9d/Lemanaghan_lozenge_stone.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Thornton Castle,Castle,Aberdeenshire,United Kingdom,56.836717,-2.513791,A magnificent Scottish baronial castle overlooking the River Carron.,Keep,A magnificent Scottish baronial castle overlooking the River Carron.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/East_Lothian_Bridges_%2C_Thornton_Bridge_between_Innerwick_and_Oldhamstocks_-_geograph.org.uk_-_2251004.jpg/1280px-East_Lothian_Bridges_%2C_Thornton_Bridge_between_Innerwick_and_Oldhamstocks_-_geograph.org.uk_-_2251004.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Halston Hall,Castle,Shropshire,United Kingdom,52.878266,-2.98312,A grand Georgian country house set within peaceful Shropshire parkland.,Keep,A grand Georgian country house set within peaceful Shropshire parkland.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Halston_house.jpg/1280px-Halston_house.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,http://halstonhall.co.uk,,,,,"history lovers, family, day trip",,Unknown,
Ballybunion Castle,Castle,County Kerry,Ireland,52.512028,-9.677717,The dramatic cliff-top ruins overlooking Ballybunion Beach and the Atlantic.,Keep,The dramatic cliff-top ruins overlooking Ballybunion Beach and the Atlantic.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/f/f5/Ballybunion_Ladies_and_Gents_Strand_-_geograph.org.uk_-_12744.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Sean Mucinis castle,Castle,County Clare,Ireland,53.128692,-9.080678,A medieval tower house overlooking the shores of Galway Bay.,Keep,A medieval tower house overlooking the shores of Galway Bay.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,,,,,,,"history lovers, family, day trip",,Unknown,
Caisléan Muicinis Nua,Castle,County Clare,Ireland,53.13907,-9.102535,A later fortified tower standing beside the original Muicinis Castle.,Keep,A later fortified tower standing beside the original Muicinis Castle.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,,,,,,,"history lovers, family, day trip",,Unknown,
Dunkerron Castle,Castle,County Kerry,Ireland,51.875679,-9.621001,The romantic ruins of a tower house overlooking the Lakes of Killarney.,Keep,The romantic ruins of a tower house overlooking the Lakes of Killarney.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/a/a9/Castles_of_Munster-_Dunkerron%2C_Kerry_%282%29_%28geograph_3037291%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Carrigadrohid Castle,Castle,County Cork,Ireland,51.900831,-8.852056,A striking riverside tower house spanning the River Lee.,Keep,A striking riverside tower house spanning the River Lee.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/9/97/Carrigadrohid_Castle%2C_aerial_nadir_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Carrignamuck Tower House,Castle,County Cork,Ireland,51.928196,-8.754638,A beautifully preserved tower house overlooking the Sullane Valley.,Keep,A beautifully preserved tower house overlooking the Sullane Valley.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/9/9c/Castles_of_Munster%2C_Carrignamuck%2C_Cork_-_geograph.org.uk_-_1392949.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Beldorney Castle,Castle,Aberdeenshire,United Kingdom,57.419558,-2.963113,A grand Scottish baronial mansion in the rolling Aberdeenshire countryside.,Keep,A grand Scottish baronial mansion in the rolling Aberdeenshire countryside.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/9/91/Beldorney_Castle_-_geograph.org.uk_-_1235692.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Hallgreen Castle,Castle,Aberdeenshire,United Kingdom,56.840147,-2.277637,A handsome castellated mansion overlooking the North Sea coast.,Keep,A handsome castellated mansion overlooking the North Sea coast.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/3/30/Hallgreen_Castle_-_geograph.org.uk_-_5141060.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Benholm Castle,Castle,Aberdeenshire,United Kingdom,56.824954,-2.322551,A picturesque Scottish baronial house overlooking the Mearns countryside.,Keep,A picturesque Scottish baronial house overlooking the Mearns countryside.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,,,,,,,"history lovers, family, day trip",,Unknown,
Old Court Castle,Castle,County Tipperary,Ireland,53.059447,-8.211939,A medieval tower house hidden among the hills of County Tipperary.,Keep,A medieval tower house hidden among the hills of County Tipperary.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/1/19/Terryglass_Castle_-_geograph.org.uk_-_2343867.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Watermouth Castle,Castle,Devon,United Kingdom,51.213188,-4.069067,A whimsical Victorian castle overlooking the rugged North Devon coastline.,Keep,A whimsical Victorian castle overlooking the rugged North Devon coastline.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/WatermouthCastleCornerView.jpg/1280px-WatermouthCastleCornerView.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Rufus Castle,Castle,Dorset,United Kingdom,50.53954,-2.428252,The dramatic cliff-edge ruins of King John's hunting lodge on Portland.,Keep,The dramatic cliff-edge ruins of King John's hunting lodge on Portland.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/1/15/Portland_-_Rufus_Castle_and_St._Andrews_church_-_geograph.org.uk_-_486159.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Aughnanure Castle,Castle,County Galway,Ireland,53.418766,-9.27568,One of Ireland's finest restored tower houses overlooking Lough Corrib.,Keep,One of Ireland's finest restored tower houses overlooking Lough Corrib.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/d/de/Aughnanure_Castle_%28pixinn.net%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,http://www.galway.net/galwayguide/todo/sights/county_galway/aughnanure_castle/,,,,,"history lovers, family, day trip",,Unknown,
Tinnakill Castle (ruins),Castle,County Laois,Ireland,53.128068,-7.251239,The quiet ruins of a medieval tower house in County Laois.,Keep,The quiet ruins of a medieval tower house in County Laois.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,,,,,,,"history lovers, family, day trip",,Unknown,
Bannachra Castle,Castle,Argyll and Bute,United Kingdom,56.022877,-4.660785,A secluded Highland tower house overlooking Loch Etive.,Keep,A secluded Highland tower house overlooking Loch Etive.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/4/4c/Bannachra_Castle_-_geograph.org.uk_-_7545894.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Court House,Castle,Somerset,United Kingdom,51.185828,-3.237029,A historic Georgian courthouse at the heart of Somerset.,Keep,A historic Georgian courthouse at the heart of Somerset.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Panorama_of_United_States_Supreme_Court_Building_at_Dusk.jpg/1280px-Panorama_of_United_States_Supreme_Court_Building_at_Dusk.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Amroth Castle,Castle,Pembrokeshire,United Kingdom,51.73392,-4.651989,The romantic ruins of a Norman castle overlooking Carmarthen Bay.,Keep,The romantic ruins of a Norman castle overlooking Carmarthen Bay.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Amroth_Castle_%28geograph_2668806%29.jpg/1280px-Amroth_Castle_%28geograph_2668806%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.amrothcastle.com/,,,,,"history lovers, family, day trip",,Unknown,
